state,district,flood_probability,risk_level,rainfall_1d,rainfall_3d,rainfall_7d,rainfall_30d,rainfall_ml_probability,weather_probability,satellite_probability,final_flood_probability,alert,alert_priority,prediction_confidence,risk_evidence,alert_message
Meghalaya,East Khasi Hills,0.6821887225406595,HIGH,68.03,537.1949959999997,575.2349959899999,3692.25489699,0.682189,0.0,0.0,0.682189,True,2,MEDIUM,moderate rainfall ML signal (68.2%),"HIGH flood risk detected in East Khasi Hills, Meghalaya. Probability: 68.2%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (68.2%)."
Meghalaya,Ri-Bhoi,0.677574688907802,HIGH,1.3399999,219.5899699,343.8599689,5341.42987985,0.677575,0.0,0.0,0.677575,True,2,MEDIUM,moderate rainfall ML signal (67.8%),"HIGH flood risk detected in Ri-Bhoi, Meghalaya. Probability: 67.8%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (67.8%)."
Gujarat,Jamnagar,0.6748657704022566,HIGH,33.195,155.8599959999991,350.53499559999995,3550.2048794,0.674866,0.0,0.0,0.674866,True,2,MEDIUM,moderate rainfall ML signal (67.5%),"HIGH flood risk detected in Jamnagar, Gujarat. Probability: 67.5%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (67.5%)."
Arunachal Pradesh,East Kameng,0.6741525533851533,HIGH,45.015,199.04000499999967,254.6700047,4373.8199732,0.674153,0.0,0.0,0.674153,True,2,MEDIUM,moderate rainfall ML signal (67.4%),"HIGH flood risk detected in East Kameng, Arunachal Pradesh. Probability: 67.4%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (67.4%)."
Madhya Pradesh,Neemuch,0.6683363587421977,HIGH,252.235,1830.4499,1975.219889,9503.599633,0.668336,0.0,0.0,0.668336,True,2,MEDIUM,moderate rainfall ML signal (66.8%),"HIGH flood risk detected in Neemuch, Madhya Pradesh. Probability: 66.8%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (66.8%)."
Chhattisgarh,Kanker,0.662860137167848,HIGH,916.44995,1762.85995,1994.63994997,6428.01487297,0.66286,0.0,0.0,0.66286,True,2,MEDIUM,moderate rainfall ML signal (66.3%),"HIGH flood risk detected in Kanker, Chhattisgarh. Probability: 66.3%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (66.3%)."
Punjab,Patiala,0.6597070397157827,HIGH,42.394997,784.159977,885.5449729999998,3384.024943,0.659707,0.0,0.0,0.659707,True,2,MEDIUM,moderate rainfall ML signal (66.0%),"HIGH flood risk detected in Patiala, Punjab. Probability: 66.0%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (66.0%)."
Rajasthan,Sirohi,0.659029118058872,HIGH,171.355,1506.8049599999997,1648.2349600000002,10402.354853,0.659029,0.0,0.0,0.659029,True,2,MEDIUM,moderate rainfall ML signal (65.9%),"HIGH flood risk detected in Sirohi, Rajasthan. Probability: 65.9%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (65.9%)."
Rajasthan,Ajmer,0.6584276131613536,HIGH,103.225,384.7400300000005,469.580029,5345.524902,0.658428,0.0,0.0,0.658428,True,2,MEDIUM,moderate rainfall ML signal (65.8%),"HIGH flood risk detected in Ajmer, Rajasthan. Probability: 65.8%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (65.8%)."
Bihar,Samastipur,0.6576179828383395,HIGH,59.94,481.4750040000002,512.9850039999999,3233.969972,0.657618,0.0,0.0,0.657618,True,2,MEDIUM,moderate rainfall ML signal (65.8%),"HIGH flood risk detected in Samastipur, Bihar. Probability: 65.8%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (65.8%)."
Madhya Pradesh,Guna,0.6565730046917451,HIGH,195.08,1421.66494,1538.5499398999998,11957.9847437,0.656573,0.0,0.0,0.656573,True,2,MEDIUM,moderate rainfall ML signal (65.7%),"HIGH flood risk detected in Guna, Madhya Pradesh. Probability: 65.7%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (65.7%)."
Madhya Pradesh,Shahdol,0.656512805465284,HIGH,122.175,247.85498600000005,275.4649854000001,3965.5148444,0.656513,0.0,0.0,0.656513,True,2,MEDIUM,moderate rainfall ML signal (65.7%),"HIGH flood risk detected in Shahdol, Madhya Pradesh. Probability: 65.7%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (65.7%)."
Bihar,Saharsa,0.6508783891877047,HIGH,65.29,401.82500000000016,467.8149997900001,3231.82496679,0.650878,0.0,0.0,0.650878,True,2,MEDIUM,moderate rainfall ML signal (65.1%),"HIGH flood risk detected in Saharsa, Bihar. Probability: 65.1%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (65.1%)."
West Bengal,Murshidabad,0.6480724098553595,HIGH,44.645,1902.7550000000003,2040.789997,13397.164824,0.648072,0.0,0.0,0.648072,True,2,MEDIUM,moderate rainfall ML signal (64.8%),"HIGH flood risk detected in Murshidabad, West Bengal. Probability: 64.8%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (64.8%)."
Karnataka,Mandya,0.6467552588296506,HIGH,116.795,279.67499999999967,414.66999600000025,2932.46499226,0.646755,0.0,0.0,0.646755,True,2,MEDIUM,moderate rainfall ML signal (64.7%),"HIGH flood risk detected in Mandya, Karnataka. Probability: 64.7%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (64.7%)."
Andhra Pradesh,Krishna,0.6444965524983958,HIGH,125.439995,645.639994999999,1366.8399829999998,12176.579974,0.644497,0.0,0.0,0.644497,True,2,MEDIUM,moderate rainfall ML signal (64.4%),"HIGH flood risk detected in Krishna, Andhra Pradesh. Probability: 64.4%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (64.4%)."
Andhra Pradesh,Khammam,0.6443895171111312,HIGH,304.13498,683.01001,1363.1850069999991,3590.80501303,0.64439,0.0,0.0,0.64439,True,2,MEDIUM,moderate rainfall ML signal (64.4%),"HIGH flood risk detected in Khammam, Andhra Pradesh. Probability: 64.4%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (64.4%)."
Orissa,Kalahandi,0.6412238324157823,HIGH,748.765,1397.98497,1579.8899670000003,4877.14990885,0.641224,0.0,0.0,0.641224,True,2,MEDIUM,moderate rainfall ML signal (64.1%),"HIGH flood risk detected in Kalahandi, Orissa. Probability: 64.1%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (64.1%)."
Jharkhand,Jamtara,0.6366075721660851,HIGH,23.994999,1666.884999,1746.4899988,6395.5999008,0.636608,0.0,0.0,0.636608,True,2,MEDIUM,moderate rainfall ML signal (63.7%),"HIGH flood risk detected in Jamtara, Jharkhand. Probability: 63.7%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (63.7%)."
Karnataka,Bijapur,0.6349590511866857,HIGH,279.41,1137.68,1884.1149900000005,13747.7197289,0.634959,0.0,0.0,0.634959,True,2,MEDIUM,moderate rainfall ML signal (63.5%),"HIGH flood risk detected in Bijapur, Karnataka. Probability: 63.5%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (63.5%)."
Gujarat,Gandhinagar,0.6300971064553919,HIGH,2.83,370.43999000000025,436.609988,4304.2149175,0.630097,0.0,0.0,0.630097,True,2,MEDIUM,moderate rainfall ML signal (63.0%),"HIGH flood risk detected in Gandhinagar, Gujarat. Probability: 63.0%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (63.0%)."
Madhya Pradesh,Rewa,0.6272219293896512,HIGH,1.775,447.11498,536.4399787999996,8507.129878140002,0.627222,0.0,0.0,0.627222,True,2,MEDIUM,moderate rainfall ML signal (62.7%),"HIGH flood risk detected in Rewa, Madhya Pradesh. Probability: 62.7%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (62.7%)."
Rajasthan,Dausa,0.6266505772033191,HIGH,44.71,275.61999999999995,334.10499700000014,4605.009854999999,0.626651,0.0,0.0,0.626651,True,2,MEDIUM,moderate rainfall ML signal (62.7%),"HIGH flood risk detected in Dausa, Rajasthan. Probability: 62.7%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (62.7%)."
West Bengal,South 24 Parganas,0.6263843394064805,HIGH,221.495,1400.0349,1647.0348849999996,16674.339548999997,0.626384,0.0,0.0,0.626384,True,2,MEDIUM,moderate rainfall ML signal (62.6%),"HIGH flood risk detected in South 24 Parganas, West Bengal. Probability: 62.6%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (62.6%)."
Maharashtra,Chandrapur,0.6224902463084736,HIGH,907.735,2029.9550000000004,2348.294996,8263.0449097,0.62249,0.0,0.0,0.62249,True,2,MEDIUM,moderate rainfall ML signal (62.2%),"HIGH flood risk detected in Chandrapur, Maharashtra. Probability: 62.2%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (62.2%)."
Orissa,Jagatsinghpur,0.6224037721206099,HIGH,53.545002,410.105002,516.3550065000002,3248.91487006,0.622404,0.0,0.0,0.622404,True,2,MEDIUM,moderate rainfall ML signal (62.2%),"HIGH flood risk detected in Jagatsinghpur, Orissa. Probability: 62.2%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (62.2%)."
Uttar Pradesh,Kanpur,0.6202992417575357,HIGH,9.44,214.74998999999968,358.06998980000014,3148.10997815,0.620299,0.0,0.0,0.620299,True,2,MEDIUM,moderate rainfall ML signal (62.0%),"HIGH flood risk detected in Kanpur, Uttar Pradesh. Probability: 62.0%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (62.0%)."
Tamil Nadu,Tiruvannamalai,0.6186704829798927,HIGH,201.44,325.3899960000002,714.9499857999999,3380.1348971,0.61867,0.0,0.0,0.61867,True,2,MEDIUM,moderate rainfall ML signal (61.9%),"HIGH flood risk detected in Tiruvannamalai, Tamil Nadu. Probability: 61.9%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (61.9%)."
Gujarat,Bhavnagar,0.616899357658443,HIGH,18.795002,279.5699920000023,459.1299815999996,12413.1248308,0.616899,0.0,0.0,0.616899,True,2,MEDIUM,moderate rainfall ML signal (61.7%),"HIGH flood risk detected in Bhavnagar, Gujarat. Probability: 61.7%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (61.7%)."
Maharashtra,Raigarh,0.6090102514079964,HIGH,668.605,1954.0249999999992,2196.6250045,4213.3099807,0.60901,0.0,0.0,0.60901,True,2,MEDIUM,moderate rainfall ML signal (60.9%),"HIGH flood risk detected in Raigarh, Maharashtra. Probability: 60.9%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (60.9%)."
Assam,Dhemaji,0.6014921504208187,HIGH,14.089999,179.33000400000023,240.4450034,4309.494970000001,0.601492,0.0,0.0,0.601492,True,2,MEDIUM,moderate rainfall ML signal (60.1%),"HIGH flood risk detected in Dhemaji, Assam. Probability: 60.1%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (60.1%)."
Gujarat,Mahesana,0.5973978517877656,HIGH,2.36,150.94000399999908,189.8450029799992,4252.45490688,0.597398,0.0,0.0,0.597398,True,2,MEDIUM,moderate rainfall ML signal (59.7%),"HIGH flood risk detected in Mahesana, Gujarat. Probability: 59.7%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (59.7%)."
Andhra Pradesh,Anantapur,0.595239856041257,HIGH,193.22499,564.67499,1638.029983,10842.1348917,0.59524,0.0,0.0,0.59524,True,2,MEDIUM,moderate rainfall ML signal (59.5%),"HIGH flood risk detected in Anantapur, Andhra Pradesh. Probability: 59.5%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (59.5%)."
Madhya Pradesh,Dhar,0.5940107172143597,HIGH,218.055,1730.065,1946.0650000000005,11692.37979,0.594011,0.0,0.0,0.594011,True,2,MEDIUM,moderate rainfall ML signal (59.4%),"HIGH flood risk detected in Dhar, Madhya Pradesh. Probability: 59.4%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (59.4%)."
Assam,Karbi Anglong,0.5939174489284524,HIGH,0.625,436.6949799999974,646.0899789900009,9607.40470689,0.593917,0.0,0.0,0.593917,True,2,MEDIUM,moderate rainfall ML signal (59.4%),"HIGH flood risk detected in Karbi Anglong, Assam. Probability: 59.4%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (59.4%)."
Bihar,Darbhanga,0.5915083902750277,HIGH,4.8399997,438.0649997000002,617.6899921999998,5664.919929500001,0.591508,0.0,0.0,0.591508,True,2,MEDIUM,moderate rainfall ML signal (59.2%),"HIGH flood risk detected in Darbhanga, Bihar. Probability: 59.2%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (59.2%)."
Haryana,Bhiwani,0.5882907607774591,HIGH,53.135002,375.9749920000005,547.2749910000005,11170.034673,0.588291,0.0,0.0,0.588291,True,2,MEDIUM,moderate rainfall ML signal (58.8%),"HIGH flood risk detected in Bhiwani, Haryana. Probability: 58.8%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (58.8%)."
Madhya Pradesh,Chhatarpur,0.5871644882720931,HIGH,112.58,2883.924899999998,3231.469899000001,17428.284491,0.587164,0.0,0.0,0.587164,True,2,MEDIUM,moderate rainfall ML signal (58.7%),"HIGH flood risk detected in Chhatarpur, Madhya Pradesh. Probability: 58.7%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (58.7%)."
Karnataka,Davanagere,0.580664396641514,HIGH,39.215,178.36,689.3799599999999,2631.0199657000003,0.580664,0.0,0.0,0.580664,True,2,MEDIUM,moderate rainfall ML signal (58.1%),"HIGH flood risk detected in Davanagere, Karnataka. Probability: 58.1%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (58.1%)."
Madhya Pradesh,Damoh,0.5805580318498544,HIGH,83.66499,380.63496999999927,400.4199697000013,2806.9848766,0.580558,0.0,0.0,0.580558,True,2,MEDIUM,moderate rainfall ML signal (58.1%),"HIGH flood risk detected in Damoh, Madhya Pradesh. Probability: 58.1%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (58.1%)."
Karnataka,Uttar Kannand,0.5802758182795369,HIGH,115.130005,342.92000500000006,825.7449848,7014.8998685,0.580276,0.0,0.0,0.580276,True,2,MEDIUM,moderate rainfall ML signal (58.0%),"HIGH flood risk detected in Uttar Kannand, Karnataka. Probability: 58.0%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (58.0%)."
Gujarat,Junagadh,0.5764824208163545,HIGH,746.065,1719.2249800000004,2013.194978,24226.224583,0.576482,0.0,0.0,0.576482,True,2,MEDIUM,moderate rainfall ML signal (57.6%),"HIGH flood risk detected in Junagadh, Gujarat. Probability: 57.6%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (57.6%)."
Maharashtra,Nanded,0.575109789462801,HIGH,548.68,1622.084999999999,2135.569990000001,14478.1696967,0.57511,0.0,0.0,0.57511,True,2,MEDIUM,moderate rainfall ML signal (57.5%),"HIGH flood risk detected in Nanded, Maharashtra. Probability: 57.5%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (57.5%)."
Maharashtra,Satara,0.5739522324687356,HIGH,0.0,49.82999800000012,581.8399949979997,4152.284955388,0.573952,0.0,0.0,0.573952,True,2,MEDIUM,moderate rainfall ML signal (57.4%),"HIGH flood risk detected in Satara, Maharashtra. Probability: 57.4%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (57.4%)."
Rajasthan,Ganganagar,0.5713247045382507,HIGH,11.785,119.8799949999991,206.7599946999977,7843.0600517,0.571325,0.0,0.0,0.571325,True,2,MEDIUM,moderate rainfall ML signal (57.1%),"HIGH flood risk detected in Ganganagar, Rajasthan. Probability: 57.1%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (57.1%)."
Orissa,Bolangir,0.5645617880881991,HIGH,115.185005,636.594995000002,1124.914975,15831.8296699,0.564562,0.0,0.0,0.564562,True,2,MEDIUM,moderate rainfall ML signal (56.5%),"HIGH flood risk detected in Bolangir, Orissa. Probability: 56.5%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (56.5%)."
Chhattisgarh,Korba,0.5618829436138335,HIGH,131.30998,2400.7199799999985,2644.499976,19112.174603,0.561883,0.0,0.0,0.561883,True,2,MEDIUM,moderate rainfall ML signal (56.2%),"HIGH flood risk detected in Korba, Chhattisgarh. Probability: 56.2%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (56.2%)."
Orissa,Malkangiri,0.5601524829404891,HIGH,1182.255,2298.575,2925.919977,9184.49982082,0.560152,0.0,0.0,0.560152,True,2,MEDIUM,moderate rainfall ML signal (56.0%),"HIGH flood risk detected in Malkangiri, Orissa. Probability: 56.0%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (56.0%)."
Maharashtra,Buldana,0.5584628558783659,HIGH,698.01,1523.44501,1783.6650079999988,12234.494754,0.558463,0.0,0.0,0.558463,True,2,MEDIUM,moderate rainfall ML signal (55.8%),"HIGH flood risk detected in Buldana, Maharashtra. Probability: 55.8%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (55.8%)."
Madhya Pradesh,Dindori,0.5582609010998033,HIGH,41.655003,1027.6099829999991,1167.064982,13943.2146588,0.558261,0.0,0.0,0.558261,True,2,MEDIUM,moderate rainfall ML signal (55.8%),"HIGH flood risk detected in Dindori, Madhya Pradesh. Probability: 55.8%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (55.8%)."
Jammu and Kashmir,Kathua,0.5557855780445521,HIGH,13.62,99.73500000000008,261.8300038,2973.2099948,0.555786,0.0,0.0,0.555786,True,2,MEDIUM,moderate rainfall ML signal (55.6%),"HIGH flood risk detected in Kathua, Jammu and Kashmir. Probability: 55.6%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (55.6%)."
Maharashtra,Akola,0.5527000136892721,HIGH,449.82498,1299.7899800000002,1593.3399899999995,12084.419784,0.5527,0.0,0.0,0.5527,True,2,MEDIUM,moderate rainfall ML signal (55.3%),"HIGH flood risk detected in Akola, Maharashtra. Probability: 55.3%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (55.3%)."
Uttar Pradesh,Deoria,0.5517714568931107,HIGH,0.60499996,126.85499795999954,253.4599979600009,3800.624972156,0.551771,0.0,0.0,0.551771,True,2,MEDIUM,moderate rainfall ML signal (55.2%),"HIGH flood risk detected in Deoria, Uttar Pradesh. Probability: 55.2%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (55.2%)."
Maharashtra,Ratnagiri,0.5501121883101612,HIGH,242.605,571.8650099999995,1306.969986,9241.18985,0.550112,0.0,0.0,0.550112,True,2,MEDIUM,moderate rainfall ML signal (55.0%),"HIGH flood risk detected in Ratnagiri, Maharashtra. Probability: 55.0%. Confidence: MEDIUM. Evidence: moderate rainfall ML signal (55.0%)."
Himachal Pradesh,Lahul and Spiti,0.5483050452404091,MEDIUM,13.955,155.40999599999904,573.07501,9577.089879,0.548305,0.0,0.0,0.548305,False,3,MEDIUM,moderate rainfall ML signal (54.8%),"Moderate flood risk detected in Lahul and Spiti, Himachal Pradesh. Probability: 54.8%."
Rajasthan,Nagaur,0.5456195797953297,MEDIUM,66.365,1006.709969999996,1311.7299669000008,18082.0994469,0.54562,0.0,0.0,0.54562,False,3,MEDIUM,moderate rainfall ML signal (54.6%),"Moderate flood risk detected in Nagaur, Rajasthan. Probability: 54.6%."
Maharashtra,Wardha,0.5428300050862412,MEDIUM,306.535,1015.5649999999991,1337.32,15173.8248203,0.54283,0.0,0.0,0.54283,False,3,MEDIUM,moderate rainfall ML signal (54.3%),"Moderate flood risk detected in Wardha, Maharashtra. Probability: 54.3%."
Rajasthan,Bikaner,0.5417107020473598,MEDIUM,82.47,715.1049799999973,1049.5899785,13257.5947485,0.541711,0.0,0.0,0.541711,False,3,MEDIUM,moderate rainfall ML signal (54.2%),"Moderate flood risk detected in Bikaner, Rajasthan. Probability: 54.2%."
Rajasthan,Barmer,0.5412196975417453,MEDIUM,109.93001,1842.264950000004,2056.284947999998,18081.934548,0.54122,0.0,0.0,0.54122,False,3,MEDIUM,moderate rainfall ML signal (54.1%),"Moderate flood risk detected in Barmer, Rajasthan. Probability: 54.1%."
Uttar Pradesh,Sonbhadra,0.5405671805485867,MEDIUM,206.51999,2329.4850900000006,2523.9300839,14923.8396859,0.540567,0.0,0.0,0.540567,False,3,MEDIUM,moderate rainfall ML signal (54.1%),"Moderate flood risk detected in Sonbhadra, Uttar Pradesh. Probability: 54.1%."
Orissa,Kandhamal,0.5368833137279063,MEDIUM,659.665,1955.515,2346.430009000001,11075.564807,0.536883,0.0,0.0,0.536883,False,3,MEDIUM,moderate rainfall ML signal (53.7%),"Moderate flood risk detected in Kandhamal, Orissa. Probability: 53.7%."
Uttar Pradesh,Shahjahanpur,0.5364788968653038,MEDIUM,45.309994,198.86498899999992,259.124989,2452.615018,0.536479,0.0,0.0,0.536479,False,3,MEDIUM,moderate rainfall ML signal (53.6%),"Moderate flood risk detected in Shahjahanpur, Uttar Pradesh. Probability: 53.6%."
Uttar Pradesh,Gautam Buddha Nagar,0.5331184121622325,MEDIUM,15.849998,132.709991,176.1199869999999,2746.199969,0.533118,0.0,0.0,0.533118,False,3,MEDIUM,moderate rainfall ML signal (53.3%),"Moderate flood risk detected in Gautam Buddha Nagar, Uttar Pradesh. Probability: 53.3%."
Andhra Pradesh,Nalgonda,0.5319389821789218,MEDIUM,66.165,609.9550000000002,1874.94,14221.21957999,0.531939,0.0,0.0,0.531939,False,3,MEDIUM,moderate rainfall ML signal (53.2%),"Moderate flood risk detected in Nalgonda, Andhra Pradesh. Probability: 53.2%."
Rajasthan,Jaipur,0.5277506720145994,MEDIUM,62.44,991.0600199999984,1303.2000077999994,15282.1549178,0.527751,0.0,0.0,0.527751,False,3,MEDIUM,moderate rainfall ML signal (52.8%),"Moderate flood risk detected in Jaipur, Rajasthan. Probability: 52.8%."
Madhya Pradesh,Ujjain,0.525055066363597,MEDIUM,0.22,247.1349970000009,315.80499789999953,7935.51478374,0.525055,0.0,0.0,0.525055,False,3,MEDIUM,moderate rainfall ML signal (52.5%),"Moderate flood risk detected in Ujjain, Madhya Pradesh. Probability: 52.5%."
Madhya Pradesh,Panna,0.5248657570382004,MEDIUM,259.84,1954.8849000000005,2112.9749,12865.459645,0.524866,0.0,0.0,0.524866,False,3,MEDIUM,moderate rainfall ML signal (52.5%),"Moderate flood risk detected in Panna, Madhya Pradesh. Probability: 52.5%."
Uttar Pradesh,Lakhimpur Kheri,0.52143012052369,MEDIUM,178.01498,625.3649800000003,753.9999749,9195.6948929,0.52143,0.0,0.0,0.52143,False,3,MEDIUM,moderate rainfall ML signal (52.1%),"Moderate flood risk detected in Lakhimpur Kheri, Uttar Pradesh. Probability: 52.1%."
Andhra Pradesh,Srikakulam,0.5211754498197285,MEDIUM,179.75,718.2199999999991,1249.1349800000005,11270.084771,0.521175,0.0,0.0,0.521175,False,3,MEDIUM,moderate rainfall ML signal (52.1%),"Moderate flood risk detected in Srikakulam, Andhra Pradesh. Probability: 52.1%."
Jharkhand,Chatra,0.5193363652727122,MEDIUM,66.045,2448.1400000000003,2639.0399999,12574.7647869,0.519336,0.0,0.0,0.519336,False,3,MEDIUM,moderate rainfall ML signal (51.9%),"Moderate flood risk detected in Chatra, Jharkhand. Probability: 51.9%."
Maharashtra,Sangli,0.5188757409423121,MEDIUM,64.61,827.3700000000009,1805.045,16042.764668,0.518876,0.0,0.0,0.518876,False,3,MEDIUM,moderate rainfall ML signal (51.9%),"Moderate flood risk detected in Sangli, Maharashtra. Probability: 51.9%."
Nagaland,Phek,0.5180015113960068,MEDIUM,0.0,83.984994,200.1549927,3535.464994,0.518002,0.0,0.0,0.518002,False,3,MEDIUM,moderate rainfall ML signal (51.8%),"Moderate flood risk detected in Phek, Nagaland. Probability: 51.8%."
Madhya Pradesh,Satna,0.5168946971870193,MEDIUM,176.68001,3457.49981,3773.52981,20654.259471,0.516895,0.0,0.0,0.516895,False,3,MEDIUM,moderate rainfall ML signal (51.7%),"Moderate flood risk detected in Satna, Madhya Pradesh. Probability: 51.7%."
Andhra Pradesh,Guntur,0.5159466758489715,MEDIUM,387.685,1063.7999999999988,1402.814987,9619.059877000002,0.515947,0.0,0.0,0.515947,False,3,MEDIUM,moderate rainfall ML signal (51.6%),"Moderate flood risk detected in Guntur, Andhra Pradesh. Probability: 51.6%."
Kerala,Palakkad,0.5142839878470042,MEDIUM,218.65999,289.7799889999993,415.5449869700004,3695.75996067,0.514284,0.0,0.0,0.514284,False,3,MEDIUM,moderate rainfall ML signal (51.4%),"Moderate flood risk detected in Palakkad, Kerala. Probability: 51.4%."
Gujarat,Dahod,0.513850824195352,MEDIUM,303.495,2399.495,2672.144986,14876.004759,0.513851,0.0,0.0,0.513851,False,3,MEDIUM,moderate rainfall ML signal (51.4%),"Moderate flood risk detected in Dahod, Gujarat. Probability: 51.4%."
Madhya Pradesh,Ashoknagar,0.5138131205940786,MEDIUM,156.605,3038.5,3356.8099879999995,17387.879334999998,0.513813,0.0,0.0,0.513813,False,3,MEDIUM,moderate rainfall ML signal (51.4%),"Moderate flood risk detected in Ashoknagar, Madhya Pradesh. Probability: 51.4%."
Tamil Nadu,Thanjavur,0.5083264732453661,MEDIUM,153.54,187.359998,311.064995,3039.574872,0.508326,0.0,0.0,0.508326,False,3,MEDIUM,moderate rainfall ML signal (50.8%),"Moderate flood risk detected in Thanjavur, Tamil Nadu. Probability: 50.8%."
Chhattisgarh,Surguja,0.5037635026936718,MEDIUM,4.0550003,22.045002299998863,101.6500013,4709.725049,0.503764,0.0,0.0,0.503764,False,3,MEDIUM,moderate rainfall ML signal (50.4%),"Moderate flood risk detected in Surguja, Chhattisgarh. Probability: 50.4%."
Bihar,Saran,0.5009733996472626,MEDIUM,57.329998,404.31999800000006,495.69499759,3225.27495859,0.500973,0.0,0.0,0.500973,False,3,MEDIUM,moderate rainfall ML signal (50.1%),"Moderate flood risk detected in Saran, Bihar. Probability: 50.1%."
Karnataka,Gulbarga,0.4977925654726937,MEDIUM,284.175,1060.634970000001,2019.619966,17231.279752,0.497793,0.0,0.0,0.497793,False,3,MEDIUM,moderate rainfall ML signal (49.8%),"Moderate flood risk detected in Gulbarga, Karnataka. Probability: 49.8%."
Uttar Pradesh,Ambedkar Nagar,0.4951849623576352,MEDIUM,0.98499995,174.54499494999965,268.55499295,4148.54497863,0.495185,0.0,0.0,0.495185,False,3,MEDIUM,moderate rainfall ML signal (49.5%),"Moderate flood risk detected in Ambedkar Nagar, Uttar Pradesh. Probability: 49.5%."
Andhra Pradesh,Karimnagar,0.4903557114069495,MEDIUM,1396.2,4093.535,4952.369969999998,19342.230072,0.490356,0.0,0.0,0.490356,False,3,MEDIUM,moderate rainfall ML signal (49.0%),"Moderate flood risk detected in Karimnagar, Andhra Pradesh. Probability: 49.0%."
Rajasthan,Jodhpur,0.4892112536586102,MEDIUM,144.675,1318.2650000000033,1704.8599996,20174.2394206,0.489211,0.0,0.0,0.489211,False,3,MEDIUM,moderate rainfall ML signal (48.9%),"Moderate flood risk detected in Jodhpur, Rajasthan. Probability: 48.9%."
Rajasthan,Churu,0.4828490705555377,MEDIUM,87.47,863.6650000000002,1198.6999796000002,14735.9994996,0.482849,0.0,0.0,0.482849,False,3,MEDIUM,moderate rainfall ML signal (48.3%),"Moderate flood risk detected in Churu, Rajasthan. Probability: 48.3%."
Madhya Pradesh,Harda,0.4799122411311476,MEDIUM,149.935,507.1499490000001,558.73994599,2731.58985829,0.479912,0.0,0.0,0.479912,False,3,MEDIUM,moderate rainfall ML signal (48.0%),"Moderate flood risk detected in Harda, Madhya Pradesh. Probability: 48.0%."
Karnataka,Bellary,0.4765697990911095,MEDIUM,63.24,150.55499999999907,435.0649939999996,5999.299972,0.47657,0.0,0.0,0.47657,False,3,MEDIUM,moderate rainfall ML signal (47.7%),"Moderate flood risk detected in Bellary, Karnataka. Probability: 47.7%."
